"usstate","local_year","local_month","no2maxvalue","rank"
"Oklahoma",2003,3,19.078125,19
"Tennessee",2003,3,11.0322580645161,20
"South Carolina",2003,3,8.48387096774194,21
"Nevada",2003,3,7,22
"New Hampshire",2003,3,7,22
"Arizona",2003,4,45.4262295081967,1
"District Of Columbia",2003,4,43.4666666666667,2
"New Jersey",2003,4,42.6585365853659,3
"Colorado",2003,4,41,4
"New York",2003,4,39.4303797468354,5
"Massachusetts",2003,4,38.6333333333333,6
"Michigan",2003,4,36.5666666666667,7
"Louisiana",2003,4,36.1666666666667,8
"Missouri",2003,4,33.95,9
"Illinois",2003,4,33.7543859649123,10
"Indiana",2003,4,32.3703703703704,11
"Texas",2003,4,31.875,12
"North Carolina",2003,4,31.0333333333333,13
"Pennsylvania",2003,4,30.7379807692308,14
"Kentucky",2003,4,25.55,15
"Florida",2003,4,25.3,16
"California",2003,4,25.2325870646766,17
"New Hampshire",2003,4,24.4166666666667,18
"Oklahoma",2003,4,14.7333333333333,19
"Kansas",2003,4,9.34782608695652,20
"Tennessee",2003,4,6.94736842105263,21
"South Carolina",2003,4,6.43333333333333,22
"Nevada",2003,4,4.73333333333333,23
"Arizona",2003,5,45.2258064516129,1
"New York",2003,5,42.0746268656716,2
"Illinois",2003,5,41.3387096774194,3
"District Of Columbia",2003,5,36.8214285714286,4
"Massachusetts",2003,5,36.6129032258064,5
"New Jersey",2003,5,36.5645161290323,6
"Missouri",2003,5,36.4838709677419,7
"Colorado",2003,5,36.1612903225806,8
"Michigan",2003,5,31.3666666666667,9
"Indiana",2003,5,31.3214285714286,10
"Texas",2003,5,29.8362068965517,11
"Louisiana",2003,5,28.5161290322581,12
"Pennsylvania",2003,5,26.4314159292035,13
"California",2003,5,26.0643127364439,14
"North Carolina",2003,5,24.5588235294118,15
"New Hampshire",2003,5,21.5483870967742,16
"Kentucky",2003,5,20.0322580645161,17
"Florida",2003,5,19.8709677419355,18
"Oklahoma",2003,5,13.24,19
"Kansas",2003,5,10.4583333333333,20
"Nevada",2003,5,7.5,21
"South Carolina",2003,5,3.70833333333333,22
"New York",2003,6,45.9367088607595,1
"Illinois",2003,6,44.4,2
"Michigan",2003,6,39.9833333333333,3
"Indiana",2003,6,37.9666666666667,4
"Missouri",2003,6,37.8166666666667,5
"New Jersey",2003,6,37.3571428571429,6
"District Of Columbia",2003,6,37.1333333333333,7
"Colorado",2003,6,37.0588235294118,8
"Arizona",2003,6,37.0166666666667,9
"Massachusetts",2003,6,33.7,10
"Pennsylvania",2003,6,28.7566964285714,11
"North Carolina",2003,6,28.0337078651685,12
"Texas",2003,6,25.9745762711864,13
"Louisiana",2003,6,24.4666666666667,14
"Kentucky",2003,6,24.2833333333333,15
"New Hampshire",2003,6,23.1666666666667,16
"Kansas",2003,6,21.3833333333333,17
"California",2003,6,20.732970027248,18
"Florida",2003,6,16.9333333333333,19
"Oklahoma",2003,6,10.7205882352941,20
"South Carolina",2003,6,5.83333333333333,21
"Nevada",2003,6,5.5,22
"New York",2003,7,41.5402298850575,1
"Colorado",2003,7,40.5714285714286,2
"Illinois",2003,7,38.2295081967213,3
"District Of Columbia",2003,7,37.0645161290323,4
"Michigan",2003,7,35.3548387096774,5
"Indiana",2003,7,32.8387096774194,6
"New Jersey",2003,7,32.3548387096774,7
"Massachusetts",2003,7,31.8064516129032,8
"Arizona",2003,7,31.2258064516129,9
"Missouri",2003,7,27.1129032258065,10
"Pennsylvania",2003,7,26.2691466083151,11
"Texas",2003,7,24.7583333333333,12
"California",2003,7,23.7857142857143,13
"Louisiana",2003,7,22.5483870967742,14
"North Carolina",2003,7,21.3978494623656,15
"Florida",2003,7,19.7096774193548,16
"Kentucky",2003,7,18.5,17
"Kansas",2003,7,18.241935483871,18
"New Hampshire",2003,7,16.3225806451613,19
"Oklahoma",2003,7,13.452380952381,20
"South Carolina",2003,7,3.75,21
"Colorado",2003,8,43.8461538461538,1
"Illinois",2003,8,38.3870967741936,2
"District Of Columbia",2003,8,36.5806451612903,3
"New York",2003,8,31.8333333333333,4
"Arizona",2003,8,31.741935483871,5
"Indiana",2003,8,30.4516129032258,6
"Michigan",2003,8,29.3191489361702,7
"Missouri",2003,8,28.4032258064516,8
"Massachusetts",2003,8,27.3870967741935,9
"Texas",2003,8,27.2892561983471,10
"New Jersey",2003,8,26.9677419354839,11
"North Carolina",2003,8,25.2365591397849,12
"Pennsylvania",2003,8,25.119305856833,13
"California",2003,8,23.6971736204576,14
"Kansas",2003,8,23.5161290322581,15
"Louisiana",2003,8,22.6206896551724,16
"Florida",2003,8,16.6129032258065,17
"Oklahoma",2003,8,16.5636363636364,18
"New Hampshire",2003,8,15.741935483871,19
"Colorado",2003,9,41.7241379310345,1
"Illinois",2003,9,40.1166666666667,2
"Arizona",2003,9,36.3666666666667,3
"Texas",2003,9,33.4188034188034,4
"District Of Columbia",2003,9,33.3448275862069,5
"Missouri",2003,9,33.2166666666667,6
"Michigan",2003,9,33,7
"Louisiana",2003,9,31.7333333333333,8
"Indiana",2003,9,31.1,9
"New York",2003,9,30.1081081081081,10
"Massachusetts",2003,9,28.9666666666667,11
"North Carolina",2003,9,27.4571428571429,12
"California",2003,9,27.3233618233618,13
"New Jersey",2003,9,24.9090909090909,14
"Pennsylvania",2003,9,23.4141876430206,15
"Kansas",2003,9,20.2,16
"New Hampshire",2003,9,18.0769230769231,17
"Florida",2003,9,18.0333333333333,18
"Oklahoma",2003,9,13.0333333333333,19
"Colorado",2003,10,53,1
"Arizona",2003,10,48.672131147541,2
"Illinois",2003,10,39.8870967741936,3
"Texas",2003,10,39.4322033898305,4
"Louisiana",2003,10,38.5161290322581,5
"California",2003,10,38.25,6
"District Of Columbia",2003,10,36.4193548387097,7
"New York",2003,10,34.1505376344086,8
"Missouri",2003,10,33.5806451612903,9
"North Carolina",2003,10,32.6451612903226,10
"Massachusetts",2003,10,31.1612903225806,11
"Pennsylvania",2003,10,28.9803921568627,12
"Florida",2003,10,24.0967741935484,13
"Kansas",2003,10,18.2978723404255,14
"Oklahoma",2003,10,13.2631578947368,15
"Arizona",2003,11,45.1818181818182,1
"Colorado",2003,11,43.5,2
"Pennsylvania",2003,11,38,3
"New York",2003,11,36.4333333333333,4
"District Of Columbia",2003,11,34.8,5
"Texas",2003,11,33.8173076923077,6
"Louisiana",2003,11,33.5,7
"California",2003,11,32.6173184357542,8
"Massachusetts",2003,11,31.1333333333333,9
"Illinois",2003,11,29.3333333333333,10
"Florida",2003,11,22.2333333333333,11
"Kansas",2003,11,19.4666666666667,12
"Oklahoma",2003,11,9,13
"Arizona",2003,12,48.1182795698925,1
"Colorado",2003,12,43.8571428571429,2
"Texas",2003,12,40.716814159292,3
"Pennsylvania",2003,12,36.4193548387097,4
"Louisiana",2003,12,36.0645161290323,5
"District Of Columbia",2003,12,35.3548387096774,6
"California",2003,12,34.6226666666667,7
"New York",2003,12,31.7752808988764,8
"Massachusetts",2003,12,31.5483870967742,9
"Florida",2003,12,31.1612903225806,10
"Illinois",2003,12,29.9677419354839,11
"Kansas",2003,12,21.1290322580645,12
"Colorado",2004,1,48.1612903225806,1
"Arizona",2004,1,44.7741935483871,2
"California",2004,1,34.2839160839161,3
"New Jersey",2004,1,34.08,4
"Louisiana",2004,1,33.7741935483871,5
"Pennsylvania",2004,1,32.7692307692308,6
"Texas",2004,1,32.6774193548387,7
"Florida",2004,1,32.4516129032258,8
"District Of Columbia",2004,1,31.5483870967742,9
"New York",2004,1,30.719512195122,10
"Massachusetts",2004,1,28.9259259259259,11
"Illinois",2004,1,28.8709677419355,12
"Kansas",2004,1,21.5483870967742,13
"District Of Columbia",2004,2,50.5862068965517,1
"Arizona",2004,2,47.8390804597701,2
"Pennsylvania",2004,2,47.1724137931034,3
"Colorado",2004,2,46.4137931034483,4
"New York",2004,2,39.2619047619048,5
"New Jersey",2004,2,38.2,6
"Texas",2004,2,35.8189655172414,7
"Illinois",2004,2,35,8
"Massachusetts",2004,2,34.4827586206897,9
"California",2004,2,33.2059259259259,10
"Louisiana",2004,2,29.3448275862069,11
"Kansas",2004,2,24.5636363636364,12
"Florida",2004,2,22.8620689655172,13
"Oklahoma",2004,2,14.125,14
"Arizona",2004,3,46.0243902439024,1
"Colorado",2004,3,41.6842105263158,2
"District Of Columbia",2004,3,41.4193548387097,3
"Pennsylvania",2004,3,40.4666666666667,4
"New York",2004,3,37.6666666666667,5
"Louisiana",2004,3,37.5806451612903,6
"Illinois",2004,3,36.4583333333333,7
"California",2004,3,34.8407460545194,8
"Texas",2004,3,31.4390243902439,9
"Massachusetts",2004,3,30.4516129032258,10
"New Jersey",2004,3,28.4838709677419,11
"New Hampshire",2004,3,27,12
"Missouri",2004,3,26.5,13
"Florida",2004,3,25.9677419354839,14
"Indiana",2004,3,24,15
"Michigan",2004,3,19,16
"North Carolina",2004,3,19,16
"Kansas",2004,3,18.241935483871,18
"Oklahoma",2004,3,17.9041095890411,19
"Arizona",2004,4,43.25,1
"Illinois",2004,4,39.4166666666667,2
"Louisiana",2004,4,39,3
"District Of Columbia",2004,4,38.6666666666667,4
"Colorado",2004,4,38.2142857142857,5
"New York",2004,4,37.4204545454545,6
"North Carolina",2004,4,32.6333333333333,7
"Missouri",2004,4,32.3333333333333,8
"Michigan",2004,4,32.0666666666667,9
"Texas",2004,4,31.6785714285714,10
"Pennsylvania",2004,4,30.514606741573,11
"Massachusetts",2004,4,29.9666666666667,12
"Indiana",2004,4,28.1333333333333,13
"New Jersey",2004,4,26.5666666666667,14
"California",2004,4,26.4721780604134,15
"New Hampshire",2004,4,24.5,16
"Florida",2004,4,22.5,17
"Kansas",2004,4,19.3333333333333,18
"Oklahoma",2004,4,13.4727272727273,19
"New York",2004,5,40.3152173913044,1
"Arizona",2004,5,38.9838709677419,2
"Colorado",2004,5,37.7096774193548,3
"Illinois",2004,5,35.7868852459016,4
"Louisiana",2004,5,30.0322580645161,5
"North Carolina",2004,5,28.4897959183673,6
"New Jersey",2004,5,27.8064516129032,7
"District Of Columbia",2004,5,27.7096774193548,8
"Michigan",2004,5,27.241935483871,9
"Massachusetts",2004,5,26.9354838709677,10
"Texas",2004,5,26.9243697478992,11
"Pennsylvania",2004,5,25.3869565217391,12
"California",2004,5,23.9409158050222,13
"Missouri",2004,5,23.2903225806452,14
"Indiana",2004,5,22,15
"New Hampshire",2004,5,20.7741935483871,16
"Florida",2004,5,18.2258064516129,17
"Kansas",2004,5,17.5645161290323,18
"Oklahoma",2004,5,10.5913978494624,19
"New York",2004,6,39.6818181818182,1
"Arizona",2004,6,36.3833333333333,2
"Illinois",2004,6,34.7333333333333,3
"New Jersey",2004,6,34.6666666666667,4
"Colorado",2004,6,34.3181818181818,5
"District Of Columbia",2004,6,32.7666666666667,6
"Michigan",2004,6,29.85,7
"Indiana",2004,6,29.2,8
"Missouri",2004,6,27.4333333333333,9
"Massachusetts",2004,6,27.3,10
"Pennsylvania",2004,6,25.9352678571429,11
"North Carolina",2004,6,25.0666666666667,12
"Texas",2004,6,24.7083333333333,13
"Louisiana",2004,6,23.2333333333333,14
"New Hampshire",2004,6,20,15
"California",2004,6,18.5624082232012,16
"Florida",2004,6,17.6333333333333,17
"Kansas",2004,6,16.4035087719298,18
"Oklahoma",2004,6,9.89285714285714,19
"Colorado",2004,7,38.0645161290323,1
"New Jersey",2004,7,35.2258064516129,2
"New York",2004,7,34.010989010989,3
"Illinois",2004,7,32.8709677419355,4
"Arizona",2004,7,32.4754098360656,5
"District Of Columbia",2004,7,32.3666666666667,6
"Missouri",2004,7,28.1774193548387,7
"Indiana",2004,7,27.5,8
"Louisiana",2004,7,27.0645161290323,9
"North Carolina",2004,7,25.6021505376344,10
"Michigan",2004,7,24.8103448275862,11
"Massachusetts",2004,7,24.3225806451613,12
"Pennsylvania",2004,7,24.1897321428571,13
"Texas",2004,7,24.0909090909091,14
"Florida",2004,7,20.7741935483871,15
"Kansas",2004,7,19.88,16
"California",2004,7,18.4474761255116,17
"New Hampshire",2004,7,17.0322580645161,18
"Oklahoma",2004,7,9.40476190476191,19
"Colorado",2004,8,47.9354838709677,1
"Arizona",2004,8,34.4516129032258,2
"District Of Columbia",2004,8,32.0967741935484,3
"New Jersey",2004,8,31.9032258064516,4
"Michigan",2004,8,30.3898305084746,5
"Illinois",2004,8,29.758064516129,6
"New York",2004,8,29.5934065934066,7
"Missouri",2004,8,28.9838709677419,8
"Indiana",2004,8,26.962962962963,9
"Texas",2004,8,26.9590163934426,10
"Louisiana",2004,8,26.4516129032258,11
"Pennsylvania",2004,8,23.9955947136564,12
"North Carolina",2004,8,22.2747252747253,13
"Massachusetts",2004,8,20.8064516129032,14
"Kansas",2004,8,20.5625,15
"California",2004,8,20.3690637720488,16
"Florida",2004,8,18.6551724137931,17
"New Hampshire",2004,8,18.2258064516129,18
"Oklahoma",2004,8,13.4285714285714,19
"Colorado",2004,9,53.7931034482759,1
"Illinois",2004,9,45.1607142857143,2
"Arizona",2004,9,41.289156626506,3
"Indiana",2004,9,39.3666666666667,4
"Missouri",2004,9,37.6333333333333,5
"District Of Columbia",2004,9,35.1379310344828,6
"New Jersey",2004,9,35.1333333333333,7
"Michigan",2004,9,34.8571428571429,8
"Kansas",2004,9,31.4,9
"New York",2004,9,30.3888888888889,10
"Texas",2004,9,29.9619047619048,11
"California",2004,9,29.7684931506849,12
"Louisiana",2004,9,28.1666666666667,13
"Pennsylvania",2004,9,25.6659192825112,14
"Massachusetts",2004,9,23.0333333333333,15
"New Hampshire",2004,9,20.6333333333333,16
"North Carolina",2004,9,19.9583333333333,17
"Oklahoma",2004,9,16.7910447761194,18
"Florida",2004,9,14.8846153846154,19
"Arizona",2004,10,40.4086021505376,1
"District Of Columbia",2004,10,38.6774193548387,2
"New Jersey",2004,10,37.4838709677419,3
"New York",2004,10,35.1014492753623,4
"Colorado",2004,10,34.6129032258064,5
"Illinois",2004,10,32.2903225806452,6
"California",2004,10,29.6377005347594,7
"Louisiana",2004,10,28.0322580645161,8
"Texas",2004,10,26.3893805309735,9
"Missouri",2004,10,25.7741935483871,10
"Pennsylvania",2004,10,25.5849889624724,11
"North Carolina",2004,10,24.3225806451613,12
"Florida",2004,10,20.6451612903226,13
"Kansas",2004,10,17.5238095238095,14
"Oklahoma",2004,10,13.9032258064516,15
"New Jersey",2004,11,41.6333333333333,1
"Pennsylvania",2004,11,39.8666666666667,2
"Arizona",2004,11,38.561797752809,3
"Colorado",2004,11,35.8333333333333,4
"District Of Columbia",2004,11,35.4666666666667,5
"New York",2004,11,35.1071428571429,6
"California",2004,11,32.002886002886,7
"Texas",2004,11,27.680412371134,8
"Louisiana",2004,11,27.3666666666667,9
"Illinois",2004,11,24,10
"Massachusetts",2004,11,23.4285714285714,11
"Florida",2004,11,23.1333333333333,12
"Kansas",2004,11,17.2982456140351,13
"Oklahoma",2004,11,13.5454545454545,14
"Colorado",2004,12,46,1
"Arizona",2004,12,40.6521739130435,2
"Pennsylvania",2004,12,38.8387096774194,3
"New Jersey",2004,12,37.4137931034483,4
"Texas",2004,12,35.0252100840336,5
"District Of Columbia",2004,12,35,6
"Louisiana",2004,12,33.7,7
"New York",2004,12,32.8817204301075,8
"California",2004,12,32.4572192513369,9
"Oklahoma",2004,12,28,10
"Florida",2004,12,27.0740740740741,11
"Massachusetts",2004,12,24.8709677419355,12
"Illinois",2004,12,24.4666666666667,13
"Kansas",2004,12,18.3225806451613,14
"Colorado",2005,1,41.9677419354839,1
"District Of Columbia",2005,1,40.3548387096774,2
"Arizona",2005,1,38.6451612903226,3
"New Jersey",2005,1,35.625,4
"Pennsylvania",2005,1,33.5454545454545,5
"New York",2005,1,32.7215189873418,6
"Texas",2005,1,30.396694214876,7
"California",2005,1,28.7788079470199,8
"Louisiana",2005,1,27.4333333333333,9
"Massachusetts",2005,1,27.1935483870968,10
"Florida",2005,1,24.9677419354839,11
"Illinois",2005,1,22.7096774193548,12
"Kansas",2005,1,19.1290322580645,13
"District Of Columbia",2005,2,49.8214285714286,1
"New Jersey",2005,2,46.8888888888889,2
"Colorado",2005,2,44.5909090909091,3
"Pennsylvania",2005,2,42.8,4
"New York",2005,2,40.8412698412698,5
"Arizona",2005,2,36.2142857142857,6
"Massachusetts",2005,2,31.8214285714286,7
"Texas",2005,2,27.9611650485437,8
"California",2005,2,27.9404069767442,9
"Louisiana",2005,2,27.5357142857143,10
"Illinois",2005,2,26.8214285714286,11
"Florida",2005,2,25.5714285714286,12
"Oklahoma",2005,2,23.3448275862069,13
"Kansas",2005,2,21.5660377358491,14
"New Jersey",2005,3,47.9655172413793,1
"Colorado",2005,3,47.8,2
"Indiana",2005,3,45,3
"New York",2005,3,42.2,4
"Pennsylvania",2005,3,42.1142857142857,5
"Arizona",2005,3,41.6694214876033,6
"District Of Columbia",2005,3,40.7096774193548,7
"Massachusetts",2005,3,35.6774193548387,8
"New Hampshire",2005,3,35,9
"North Carolina",2005,3,35,9
"Louisiana",2005,3,33.9677419354839,11
"Texas",2005,3,32.2782608695652,12
"Florida",2005,3,27.258064516129,13
"Illinois",2005,3,26.875,14
"California",2005,3,26.799727520436,15
"Missouri",2005,3,25,16
"Oklahoma",2005,3,22.6935483870968,17
"Michigan",2005,3,22.5,18
"Kansas",2005,3,20.9032258064516,19
"Arizona",2005,4,49.0074380165289,1
"Colorado",2005,4,48.4137931034483,2
"District Of Columbia",2005,4,45.5,3
"New York",2005,4,42.5111111111111,4
"New Jersey",2005,4,41.7619047619048,5
"Illinois",2005,4,39.7333333333333,6
"Massachusetts",2005,4,37.2333333333333,7
"Louisiana",2005,4,34.5666666666667,8
"Pennsylvania",2005,4,33.9082969432314,9
"Michigan",2005,4,33.9,10
"North Carolina",2005,4,33.6666666666667,11
"Texas",2005,4,31.8508771929825,12
"Indiana",2005,4,31.2666666666667,13
"Missouri",2005,4,29.4333333333333,14
"New Hampshire",2005,4,26.7666666666667,15
"California",2005,4,26.2482853223594,16
"Florida",2005,4,21.8620689655172,17
"Oklahoma",2005,4,19.5833333333333,18
"Kansas",2005,4,19.4666666666667,19
"Arizona",2005,5,41.6396694214876,1
"Illinois",2005,5,40.0338983050847,2
"Colorado",2005,5,37.9354838709677,3
"New Jersey",2005,5,37,4
"District Of Columbia",2005,5,36.2903225806452,5
"New York",2005,5,33.7096774193548,6
"Michigan",2005,5,33.0535714285714,7
"Indiana",2005,5,31.8709677419355,8
"North Carolina",2005,5,30.6774193548387,9
"Massachusetts",2005,5,30.6129032258065,10
"Louisiana",2005,5,29,11
"Pennsylvania",2005,5,28.7231404958678,12
"Texas",2005,5,27.672131147541,13
"Missouri",2005,5,27.5322580645161,14
"Kansas",2005,5,22.9818181818182,15
"California",2005,5,19.8375165125495,16
"New Hampshire",2005,5,17.0645161290323,17
"Oklahoma",2005,5,16.9666666666667,18
"Florida",2005,5,16.5161290322581,19
"Arizona",2005,6,40.2033333333333,1
"Colorado",2005,6,36.8125,2
"Illinois",2005,6,36.6,3
"New York",2005,6,34.6666666666667,4
"Michigan",2005,6,32.741935483871,5
"Kansas",2005,6,30.2631578947368,6
"District Of Columbia",2005,6,29.7241379310345,7
"Louisiana",2005,6,29.6666666666667,8
"Massachusetts",2005,6,29.4,9
"Indiana",2005,6,28.6333333333333,10
"Texas",2005,6,27.8319327731092,11
"Missouri",2005,6,26.8,12
"New Jersey",2005,6,26.6666666666667,13
"North Carolina",2005,6,25.3666666666667,14
"Pennsylvania",2005,6,24.6744680851064,15
"New Hampshire",2005,6,17.8333333333333,16
"California",2005,6,17.1363636363636,17
"Florida",2005,6,15.5,18
"Oklahoma",2005,6,15.25,19
"Colorado",2005,7,38.8166666666667,1
"District Of Columbia",2005,7,36.2413793103448,2
"Arizona",2005,7,34.3588709677419,3
"Illinois",2005,7,33.4098360655738,4
"New York",2005,7,33.2150537634409,5
"New Jersey",2005,7,31.2333333333333,6
"Indiana",2005,7,29.7096774193548,7
"Michigan",2005,7,28.9838709677419,8
"Massachusetts",2005,7,25.7741935483871,9
"Pennsylvania",2005,7,24.5262054507338,10
"Texas",2005,7,24.1900826446281,11
"North Carolina",2005,7,22.7096774193548,12
